9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,4,10,10,10,10,10,10,10,10,10,4,4,10,10,4,4,10,4,10,4,10,10,10,10,4,4,4,10,4,10,10,10,10,10,10,10,10,10,4,10,10,10,4,10,10,4,4,10,10,10,4,4,4,10,4,10,4,10,10,10,4,10,10,4,10,10,10,10,10,10,10,10,10,4,10,10,4,10,10,10,10,10,10,10,10,4,4,4,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,4,4,10,10,4,4,4,10,4,10,10,10,4,10,10,10,4,10,4,10,10,10,10,10,4,10,10,4,10,10,10,10,10,10,10,10,4,4,4,10,4,10,10,4,10,10,10,10,10,4,10,4,10,4,10,4,10,10,4,4,4,10,4,10,10,10,4,4,4,10,10,10,4,10,4,10,4,10,10,10,10,10,10,10,4,10,4,10,4,10,10,10,10,4,4,10,10,10,10,10,10,10,4,4,4,10,10,10,10,10,10,10,10,10,10,4,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,10,10,4,10,4,10,4,10,4,10,10,10,4,10,10,10,4,4,4,10,10,10,10,10,4,10,10,4,4,4,10,4,4,4,10,10,10,4,10,10,10,10,10,10,4,4,10,10,10,4,4,4,10,4,10,4,10,10,10,4,10,10,4,4,4,10,4,10,4,10,10,10,4,10,4,4,4,10,4,10,10,10,4,10,4,4,4,10,4,10,10,10,4,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,4,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,4,4,10,10,4,4,4,10,4,10,10,10,4,10,10,10,10,10,4,10,10,4,10,10,4,10,10,4,10,4,10,4,10,4,10,10,10,4,10,10,10,10,10,10,10,10,4,10,10,4,10,4,10,4,10,4,10,10,10,4,10,10,4,10,4,10,4,4,4,10,10,10,4,10,4,10,10,10,10,4,10,4,10,10,4,10,10,10,4,10,10,10,10,4,4,10,10,4,4,4,10,10,4,4,4,10,4,4,4,10,10,4,4,4,10,4,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,10,4,10,10,10,4,10,10,4,10,4,10,4,4,4,4,10,10,4,10,10,10,10,10,10,4,4,10,10,10,4,10,4,10,4,10,4,10,10,10,4,10,10,4,10,4,10,4,10,10,10,10,10,4,10,4,4,4,10,10,4,10,4,10,10,4,4,4,10,4,10,10,10,10,10,10,4,10,4,10,4,10,10,4,10,10,10,4,10,4,10,10,4,10,10,10,4,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,4,4,10,10,4,4,4,10,10,4,10,10,10,4,4,4,10,10,4,10,10,10,10,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,4,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
